Khulna,District,Facility Name,Email,Reporting Date,Suspected cases (24h),Confirmed cases (24h),Suspected deaths (24h),Confirmed deaths (24h),Admitted (24h),Discharged (24h),Serum samples sent (24h)
Dhaka,Dhaka,"Ibn Sina Medical College Hospital, Kallyanpur, Mirpur, Dhaka",ismchoffice@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,"Ibn Sina Hospital, Dhanmondi, Dhaka-1209",ibnsinahospitaldhanmondidengue@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Square Hospital Ltd.,muktadir@squarehospital.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Comfort Nursing Home (pvt) Ltd.,rahatraihan840@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Samorita Hospital Limited,samoritahrd.it@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Delta Hospital Ltd.,amiruldelta@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Labaid Hospital,shankarpanday144@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,"Ad-din Women's Medical College Hospital, Moghbazar, Dhaka-1217",mdshihab886@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Hi-Care General Hospital Ltd.,hicare13@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Health And Hope Hospital,healthandhope50@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Green Life Medical College Hospital,greenlifehospital@yahoo.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,"Islami Bank Central Hospital, Kakrail, Dhaka.",ibhdit@yahoo.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,"Islami Bank Hospital Mugda, Dhaka",ibhmugda@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,United Hospital,medical.records@uhlbd.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Khidmah Hospital (Pvt.) Ltd.,info@khidmahhospital.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Shaheed Monsur Ali Medical College Hospital,smamch.1995@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,"Dr.Sirajul Islam Medical College & Hospital Ltd.,",simch.bd@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Evercare Hospital Dhaka,mrdept@evercarebd.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Universal Medical College & Hospital,umcrc2022@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,BRB Hospital Ltd,rasel.hr@brbhospital.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Asgar Ali Hospital,zahidulhaq@asgaralihospital.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Bangladesh Specialized Hospital,bshl.dhaka@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Uttara Adhunik Medical College Hospital,dduamch@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Salauddin Specialized Hospital Ltd,salauddinsphospital@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Popular Medical College Hospital,pmchcoordinator@yahoo.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Uttara Crescent Hopital,shuvo.uch@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Anwer Khan Modern Medical College Hospital,akmmchcovid19@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Medical College for Women & Hospital,nurarubel@outlook.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Dr. M R Khan Shishu Hospital & ICH,mhossain3306@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Dhaka Central International Medical College & Hospital (DCIMCH),admin@dcimch.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Aichi Hospital LTD,sabik.aichi@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Monowara Hospital Pvt Ltd,monowarahospital@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,"Zainul Haque Sikder Women's Medical College & Hospital (Pvt.) Ltd. , Gulshan Branch",info@sikderhospital.net,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Enam Medical College & Hospital,info@emch.com.bd,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,AMZ Hospital Ltd,amzhospitalltd.mis10699@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Life & Care Hospital Ltd.,lifeandcarehospital@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Farabi General Hospital,jashimuddin4361@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Japan Bangladesh Friendship Hospital Ltd.,jbfh24@yahoo.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,EXIM Bank Hospital,barikkhan1962@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Al Manar Hospital Ltd.,almanarhospital1996@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Dhaka Health Care,dhhhospital@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Metorpolitan Medical Centre Ltd.,mmcl_nc@yahoo.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,"Sajida Hospital, Keranigonj, Dhaka",liaquate@sajida.org,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Central Hospital Limited,nursingserviceschl@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,BIHS General Hospital,mhasemanto@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,"Northern International Medical College, Dhanmondi, Dhaka",drjihadortho@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Ad-din Barister Rafique ul-huq Hospital,abrhhospital8@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Aalok Hospital Ltd.,aalokbd195@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,City Hospital Ltd.,cityhosp.bd@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Crescent Gastroliver & General Hospital Ltd.,crescentgastroliver2010@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Islami Bank Hospital Mirpur,ibhmirpur@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,MARKS Medical College and Hospital,marksgroupit@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Millennium Specialized Hospital Ltd.,infomshl99@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Dhanmondi General & Kidney Hospital Ltd.,khairuldgkh2022@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Padma General Hospital Ltd,pghl1999@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Bashundhara Ad-din Medical College Hospital,bashundharaaddin@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Shaheed Suhrawardy Medical College Hospital,ssh@hospi.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Sir Salimullah Medical College Mitford Hospital,mitford@hospi.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,United Medical College Hospital,unknown@umch.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Better Life Hospital Ltd,betterlife@fargroupbd.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Central Police Hospital,unkown@cph.gov.bd,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Dhaka Civil Surgeon Office,dhaka@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,"DNCC Dedicated Covid-19 Hospital, Mohakhali, Dhaka",dncc.covid@hospi.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,"Dr. M R Khan Shishu Hospital & Institute of Child Health, Mirpur-2, Dhaka",mrkhan.shishu@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dhaka,Dhaka Medical College Hospital,dmch@hospi.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Rangpur,Dhaka,Islami Bank Hospital Motijheel,ibhdhaka@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Dinajpur,Dinajpur Civil Surgeon Office,dinajpur@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Chattogram,Faridpur,Faridpur Civil Surgeon Office,faridpur@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Rangpur,Feni,Feni Civil Surgeon Office,feni@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Dhaka,Gaibandha,Gaibandha Civil Surgeon Office,gaibandha@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Dhaka,Gazipur,Gazipur Civil Surgeon Office,gazipur@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Sylhet,Gopalganj,Gopalganj Civil Surgeon Office,gopalganj@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Mymensingh,Habiganj,Habiganj Civil Surgeon Office,habiganj@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Khulna,Jamalpur,Jamalpur Civil Surgeon Office,jamalpur@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Barisal,Jashore,Jashore Civil Surgeon Office,jashore@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Khulna,Jhalakathi,Jhalakathi Civil Surgeon Office,jhalakathi@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Rajshahi,Jhenaidah,Jhenaidah Civil Surgeon Office,jhenaidah@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Chattogram,Joypurhat,Joypurhat Civil Surgeon Office,joypurhat@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Khulna,Khagrachhari,Khagrachhari Civil Surgeon Office,khagrachhari@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Dhaka,Khulna,Khulna Civil Surgeon Office,khulna@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Rangpur,Kishoreganj,Kishoreganj Civil Surgeon Office,kishoreganj@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Khulna,Kurigram,Kurigram Civil Surgeon Office,kurigram@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Chattogram,Kushtia,Kushtia Civil Surgeon Office,kushtia@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Rangpur,Lakshmipur,Lakshmipur Civil Surgeon Office,lakshmipur@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Dhaka,Lalmonirhat,Lalmonirhat Civil Surgeon Office,lalmonirhat@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Khulna,Madaripur,Madaripur Civil Surgeon Office,madaripur@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Dhaka,Magura,Magura Civil Surgeon Office,magura@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Khulna,Manikganj,Manikganj Civil Surgeon Office,manikganj@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Sylhet,Meherpur,Meherpur Civil Surgeon Office,meherpur@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Dhaka,Moulvibazar,Moulvibazar Civil Surgeon Office,moulvibazar@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Mymensingh,Munshiganj,Munshiganj Civil Surgeon Office,munshiganj@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Rajshahi,Mymensingh,Mymensingh Civil Surgeon Office,mymensingh@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Khulna,Naogaon,Naogaon Civil Surgeon Office,naogaon@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Dhaka,Narail,Narail Civil Surgeon Office,narail@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Dhaka,Narayanganj,Narayanganj Civil Surgeon Office,narayanganj@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Rajshahi,Narsingdi,Narsingdi Civil Surgeon Office,narsingdi@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Mymensingh,Natore,Natore Civil Surgeon Office,natore@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Rangpur,Netrokona,Netrokona Civil Surgeon Office,netrokona@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Chattogram,Nilphamari,Nilphamari Civil Surgeon Office,nilphamari@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Rajshahi,Noakhali,Noakhali Civil Surgeon Office,noakhali@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Rangpur,Pabna,Pabna Civil Surgeon Office,pabna@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Barisal,Panchagarh,Panchagarh Civil Surgeon Office,panchagarh@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Barisal,Patuakhali,Patuakhali Civil Surgeon Office,patuakhali@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Dhaka,Pirojpur,Pirojpur Civil Surgeon Office,pirojpur@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Rajshahi,Rajbari,Rajbari Civil Surgeon Office,rajbari@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Rajshahi,Rajshahi,Rajshahi Civil Surgeon Office,rajshahi@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Chattogram,Rajshahi,Rajshahi Medical College Hospital,rajshahimch@hospi.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Rangpur,Rangamati,Rangamati Civil Surgeon Office,rangamati@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Rangpur,Rangpur,Rangpur Civil Surgeon Office,rangpur@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Khulna,Rangpur,Kasir Uddin Hospital & Diagnostic Center,zunaed.kmmch@gmail.com,4/25/2026,0,0,0,0,0,0,0
Dhaka,Satkhira,Satkhira Civil Surgeon Office,satkhira@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Mymensingh,Shariatpur,Shariatpur Civil Surgeon Office,shariatpur@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Rajshahi,Sherpur,Sherpur Civil Surgeon Office,sherpur@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Sylhet,Sirajganj,Sirajganj Civil Surgeon Office,sirajganj@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Sylhet,Sunamganj,Sunamganj Civil Surgeon Office,sunamganj@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Dhaka,Sylhet,Sylhet Civil Surgeon Office,sylhet@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
Rangpur,Tangail,Tangail Civil Surgeon Office,tangail@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
,Thakurgaon,Thakurgaon Civil Surgeon Office,thakurgaon@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0
